comment_text,toxic
"kazakhstan patken4, the wikipedia article says that kazakhstan is in eastern europe as well as in asia so i guess it's stadia can be included",0
sorry i am sorry i am new. i tried to tell you that i accidently did it again and to your page. sorry. also you should listen to system of a dow na nd go to play runescape at www.runescape.com,0
citations of specific text,0
"""official sponcors
no offence peejay, but once again you revert my work. i think you do a good job on here in general but you sometimes need to think that there are others out there who contribute to wikipedia and who know more about things than you do. manchester does have kumho tires as a sponsor and you keep reverting it because its """"irrelevant sponsors"""" or as you said """"let's not go overboard"""" thats your personal opinion but not everyone elses you think that this page is yours when its not """"everyone"""" can contribute to it without people like you revert every little thing that you decide thats not necessary, what im saying is that let other people help to not just you peejay2k3""",0
"just you can to make me a minor change for 1 example?
for n to change cfg to beg, and 4-digit decoder set from beg to abcef to n",0
and is largely unaware of the munich agreements,0
"i was thinking that the current version does imply all creation myths have symbolic meanings, but that this was ok as it does not preclude the possibility of any one creation myth from being literally true. @taw, do you know of any rs that says not all creation myths have symbolic meaning?",0
"the article on runescape combat shouldn't exist to begin with. it belongs in the strategywiki, since it explains how combat and the mechanics work, how to go about combat, etc. it falls outside the scope of wikipedia.",0
"""ha ha other pepole who use this ip address and make so called """"good"""" edits (witch means if you dont kiss the pepole who own the pages ie: eternal pink masamage and other puffs own sailor moon pages you get banned)""",0
"""
wp:balance is the policy i'm thinking of.  hi! """,0
"yeah, i know. i noticed my own mistakes, thank you. that's why i tagged the redirect.",0
"""unfortunately, we've had to disable anonymous editing from this ip address to prevent disruption to the encyclopedia.  if you aren't the person who has been editing disruptively, you're welcome to edit wikipedia, but you'll need to log in to an account to do so.  —  (talk · contribs) """,0
"lambing flat riots hi, i was wondering if the crime in australia template was really apropriate to the lambing flat riots article?  perhaps if the template was down the bottom of the article rather than so prominently in the top right hand corner it would not worry me.  i can see why it might be prominent for some articles but not this one.  regards",0
"notes 
i´ve tried to add some of the fotnotes which the article is missing, but somebody has changed back to an earlier version without notes, where it is stated that the text lacks notes. why do you change back?",0
is dat sum hermaphrodite? lolololololololollololololololllolololololololololo,1
"you wanna reference? don't delete factual information. dane dies at the end of sr2, here's your proof 60.242.127.62",0
checkusercan you do it? sock of user:blurb sock and sock of user:khoikhoi,0
a lie because muhammad koxi is fustrated because of the 11-1 from 1943 for real madrid !,0
"placement of images
thanks for adding stamp images to several articles. i have moved them to the right rather than the centre as they seem to work better on the right. it also allows the text to flow more easily.",0
"proposed deletion
i have proposed orbis women's secret society for deletion.  if you would like to improve the article by providing verification and removing unverified material, or would like to discuss the matter on the article's talk page, please do so.",0
"""== i did answer you ==see the history of edits on my talk page. you made several mistakes, which i corrected, and then i answered you. now you've made the same mistakes again:
 new sections go at the bottom.
 you also deleted a lot of my content. don't do that.
 you need to sign your posts with four tildes.
 you can't """"report"""" me when i haven't done anything wrong. you are the one who made all these mistakes, but i'm not going to act like a child and report you, even though i could.
reply on my talk page, in the cansema section at the bottom.   """,0
especially when making the wheels on the camera,0
"i would argue that if content on the con in comparison to the arts music is out of proportion, then it warrants further contribution to the article, not the removal of an indepth piece of content. also, as i mentioned before, the arts music unit has a notable history comparable to that of the con itself. because of this, i would further argue that content on the arts music unit is more relevant to this article than the information on the newcastle conservatorium.",0
support merging of national capital territory into this article.,0
""" fcw check the list at wp:pw/mos. the reliable sources are there as are the sources to avoid. !! a punk !! """,1
"""i don't have a problem with that quote being included as long as it's presented in that context i.e. a quote by an organisation, but with a couple of caveats:  it follows the ronnie o'sullivan format where only his achievements are presented in the introductory paragraph, and his standing in the game is included in the second paragraph.  also if we are using worldsnooker profiles as the criteria o'sullivan's should be updated to say he is """"snooker's most naturally gifted player"""".   """,0
"""
oh yes it does the map clearly shows richmond and furthermore """"between"""" implies richmond, sure its not only richmond, but i-80 is the major artery into san francisco and oakland which are major job centers and people from as far north as sacramento vacaville and fairfield commute through richmond and the rest of thios portion of freeway daily. this is not my point of view at all, in fact it is not a point of view it is a conclusion based on caltrans research reported by the media. i'm not opposed to """"part of"""" being worked into the wording that is fine. when editing wikipedia you should improve wording not remove wording that is technically off and well cited as you did. thats borderline vandalism. """,0
"""
i've just made another update adding more details i was too tired to add last time.  the article is starting to come together, and i plan to begin working on filling in the {winners} tables with the 1979-1995 winners.  i'm still not really convinced the page even needs the """"winners"""" tables, since the ceremony is equally dedicated to awarding television actors (if not more so) and the categories have changed so much over the years it would be impossible to efficiently list all the winners in the various categories that have popped up and disappeared over the years: dramatic films, comedy films, action-adventure films, and then the """"splitting"""" of categories into age groups, etc. it gets pretty convoluted, so i think it might be a better idea to use the """"winners"""" section to mention some of the notable former child stars who were nominated for or won a young artist award and then went on to receive  acclaim as adults, but for now i think the tables that are on the page should at least be complete, so i'll be working on that next.  these notes i'm leaving here on the talk page are primarily for the handful of editors who are watching this page, since i know big changes and rewrites can make some watching editors/admins nervous, so i'll be taking this thread down in a week or so after i've finished with the bulk of my work on the page and then probably start a thread to ask other editors if they have an opinion about whether we should keep the """"best lead/supporting actor/actress in film"""" tables. -   """,0
"""booksthis article is great, but wouldn't it be more appropriate to have his two most notable books listed as seperate articles? most other author articles i've seen do this, and i think it'd be a good idea here too. also, that way a search for """"the phantom tollbooth"""" would get an exact hit. what does everyone else think? — 18:24, 15 oct 2003 (utc)""",0
please do not make personal attacks on other people. wikipedia has a strict policy against personal attacks. attack pages and images are not tolerated by wikipedia and are speedily deleted. users who continue to create or repost such pages and images will be blocked from editing wikipedia. thank you.,0
""", 28 july 2010 (utc)why was it closed?  it doesn't seem chriso should close and hat off a discussion when he was the main dissenter and the issue wasn't resolved.  i don't know how we can really discuss the picture if he deleted though before we could even view it.  4th 02:59""",0
"your edit to dalek if you feel you have valid reasons for wanting to remove that section, it'd be a good idea to address the issue on the talk:dalek.  as it stands, it appears well sourced and fairly relevant to the article.  cheers.",0
"""
yes, exactly. the material in the lead just summarizes, in one brief sentence, the later paragraph on boswell's material. that is what the lead is supposed to do.
on the blog, first, it does not mention sergius and bacchus, the subject of this article. it's just a general criticism of boswell's ideas; the mere fact that an image of the saints appear on the cover of his book is immaterial. moreover, it's a self-published blog and not acceptable as a source here. time to move on.
your current addition of the harvey is also redundant, as we already say that """"boswell's methodology and conclusions have been disputed by many historians"""" and include six citations for it. ironically, you are only adding more weight to this particular part of the article. t/c """,0
"persondata
hi, alternative names are for the name in other languages, not the full name, which belongs in the name section. regards",0
""":::i agree that we can work something using coppertwig's suggestions along the lines of npov#attributing and substantiating biased statements that will be npov.   (chat) """,0
"""  thanks! -  talk """,0
stop it!stop it right now! continuing you will only help the anti-romanian users. i will revert your work.,0
"spam 
quit inserting linkspam into the trinidad and tobago pages. keep it up, and your account will be disabled.",0
after posting my 13:28 22aug2014 message,0
", and to suggest that is flabbergastingly arrogant",1
""" 
sorry, he sold his soul for the wealth and power.  ge chairman jack welch thought all liberals were phonies and took great delight in """"buying their souls.""""  he felt that nbc news should advance the agenda of ge, which was right wing and republican.  russert was one of welch's true success stories.  """,0
"sig
because when i first made a wikipedia account, i thought this worked like other sites: you pick a login name and a public id, and only the second is visible to anybody else. i didn't bother to change when i realized that the edit screens meant wp doesn't work that way; and i am now more or less stuck.",0
""" career """"line"""" or pursuit or choice ? could someone review the following and decide of the currentlt use word """"line"""" is the best possible selection although """"line"""" is somewhat of the forward projection of working toward a career but maybe best expressed as career """"pursuit"""" or """"choice""""."""" they do not support her career line""""66.74.176.59  """,0
yeah what a wicked paid ashole.,1
"doesn't really matter if recorded or not. it's still unreleased (no date has even been mentioned) so it shouldn't be included on the albbum section ... its says singles are distributed through a number of ways - and that's actually right, ieven if it's a legal (!) download single only.",0
"""
the british will always call this style """"italianate"""" purely because of the design of the campanile. british empire italianate architecture took the tower (campaniele on churches and belvedere on domestic) as a defining symbol of italianate architecture adapting in the 19th century.   """,0
"look, dude, the term does not exist. it just doesn't. like i typed in the revision history thing, you cannot always go on google searches. most those hits were blogs. sometimes, you have to go by real world concepts and cultures. from what i understand, blacks who are from italy don't call themselves that. we cannot go crazy and make up names. if there is some cultural awakening or whatever like with african american back in the 1980s, then we can add it. until then, it's all hearsay.",0
i have a better idea! add links to the seasons in the spongebob squarepants article! (  ),0
"""
nononono, julian wants you for his pet tropical cyclone project. isn't that right, julian...guilty! d — (talk / contribs) """,0
"i believe i understand the nature of our disagreement, now.  please carry on.",0
"unfortunately, eyrian does not seem to realize that wikipedia is a unique encyclopedia that greatly differs from other online encyclopedias in that anyone can contribute to wikipedia and everyone is a volunteer. the only reason other encyclopedias aren't as large as wikipedia is because they don't have enough resources to make it as large, and they only want hired  professionals writing their articles.",0
"now i'm calm. block by freestylefrappe is nonsensical. i am being accused of being a sockpuppet for a user who has been registered less than two weeks, yet my edit history stretches back into summer 2005. i can't imagine how anyone could construe this block justified. imho.",0
"also, i have started a discussion on the talk page of desinicization to end this pointless revert war. perhaps you would like to contribute your point of view.",0
"get your sources, or leave me alone. (  ).",0
thanks for doing those additions with the edit counts; i thought they had to be put in when the candidate accepted. obviously not.,0
as of this year the prize was renamed to the 'lord florey student prize' - i'm not sure how to rename the page though.,0
"dear netsnipe please stop vandalizing this talkpage by undoing requests for help. hiding evidence never solves anything.    ps: any other admins that see this, please take note of the revisions.",0
"""to the list of accounting software but someone else removed it so i went to add it again.  the reason they gave for removing it was that it was """"advertising"""" but this is incorrect""",0
"""that's because of the capitalization (""""swift trust theory""""), presumably. i renamed the page, it should be fixed now.  (hm?) """,0
"no, the problem is jpgordon, who has clearly shown that he is unable to be impartial about slimvirgin or tony. i think it is he who should resign, his behavior towards john has been an utter disgrace. tony has been intentionally baiting left and right, yet he accuses us of being in the wrong? i just love how he paints tony as the victim when it is clear that tony takes up at least %30 of the edits on those talk pages. shame on him! if arbcom reform is to proceed, people like jpgordon must go! he's a disgrace to this project. john has contributed far more high-quality content then either slimvirgin or tony, who are here mostly to play political games, ever will.",0
you smell like wiki-cheese!!!!!~teh lolz!category: wiki-cheese,1
"redbird
there is a suggestion for a split and merge from redbird (comics) to here, see talk:redbird (comics). 65.93.13.210",0
"in which case you should remove all referenes to big companies like microsfoft, virgin record etc,etc.",0
"you might find this link interesting.  you might know me better in another guise, whom i'm just getting to know myself here on wikipedia, franken-hammy.  then there is also the muttering ip address, better known as blocked hammy.",0
i have learned your secret pastime,0
"that seems unfortunately close to an argument that no one, no matter how notable, should be included in an article of any gravity if their personal beliefs are odious to you.  rodriguez is not acting in a capacity as a conspiracy theorist here; he is acting in the capacity of a humanitarian.",0
i knew it. his user contribution page is one of the things i check when i signed in.,0
"fradulent claim i am most certainly not a sockpuppet of thechief, please retract your fradulent claim at once.",0
but you can't customize the npcs as you can customize the pcs for example. why do you consider this to be a flaw? what is wrong with differentiating the 2 types of characters in your party?,0
you are dumb you are dumb,1
"user, you are mistaken.  the capital hill blue is a very reliable resource and it does defend my claim.  stop the vandalism, or i will suggest you get blocked.",1
"""
 it does. ) i agree these aren't the best possible references, but in absense of better ones, i think this is preferable to deleting a genuine and widespread example from the list.   
 the example of the """"police wagon with a load of drunks"""" is amiguous, but thatjust shows you how these combinations come to live.   """,0
.  do not remove other users' comments from talk pages... thanx.,0
"yes well it may not appeal to you on a personal level, however it contributes towards the scope and depth of knowledge available in wikipedia. please leave it alone and find more useful things to do.",0
"overall
although brief, the article is well written and tells us enough about pinkney to satisfy the ga criteria. the subject is about such an interesting person, i hope we eventually will see more information about her in wikipedia, and a photograph.",0
redirect talk:iu mien american,0
do you have no life ? do you have nothing better to do other than stalk me on here and revert all my edits for no reason ? 100.40.27.236,0
""", 4 may 2009 (utc)
i disagree that there is a """"consensus"""", when there are so few editors involved in the discussion. certainly the views of spas can be safely excluded; nevertheless, i have decided not to continue to argue my point. you have utterly failed to explain why keeping a perfectly good reference out of the article is a """"good thing"""", but i no longer have the will to argue against the majority. sometimes the senseless outnumber the sensible - that's probably how bush managed to twice get elected.    02:04""",0
""" masonic congrats what did you become, an entered apprentice or a master mason?  either way, congrats. seek his grace """,0
"""
""""henryk kupiszewski prize""""
can anyone substantiate the existence of the """"henryk kupiszewski prize?"""" the cited (italian-language) ref doesn't actually use that term, and googling it only points to mirrors of this article along with the subject's own resumé. besides mr. corcoran, has anyone else won this prize?67.168.135.107  """,0
""" notability response   
there is no way for me to prove the notability of the band by providing a link. the only """"reliable sources"""" as you call them are some newspapers and posters in my city, but i don't know where to find them. the only thing i could provide is a video or a picture with the band performing. would that be enough?""",0
redirect talk:mike battle (artist),0
"oh, part 2 ... edward kofler is your article, too. very good. -",0
the amount of salt is staggering. it rivals wookieepedia's freakout over the canon reset. 190.209.89.107,0
you filthy vandal. i will see to it that no one i know ever buys from your stupid mega-dry site.,1
"on talk pages, if you wish to make a comment you should sign it by typing four tildes (~~~~).",0
hey you can suck on my sack for protecting,1
"you are not welcome to write in my personal page.  you are a loser who abuses his admin status in wikipedia and people like you should not be given admin status.  you and your few other zionist accomplices have been hanging on iran-related articles spreading lies, allegations and mischief.  your edit history shows to any observer where you come from and what this is all about.  if you continue your abuse of wikipedia, i will do everything that i can to bring the attention of fair-minded admins to your abuse.",1
"i realize that wikipedia is anti-jewish, but you should still at least try to provide a reason based on your slily wikipedia policies.",0
"thank you all so much. i am the only one adding the links, but i understand i should have personalized my user-name to reflect so. we will stop with additions, but how do i get unblocked for future contribution (not links, per se)? thanks!",0
volunteer marek is a well known pov pusher/edit warrior who has been involved in outed russophobic cabals in the past and was blocked for a long period of time from editing eastern europe related articles. i don't understand why he's even allowed to edit these articles when he so clearly has not changed his habits.,0
"all the info above is well known long accurate , factual statement of real history , not say so , stop the idiot bs replies .... big imp 47.18.43.166",1
"please excuse me if my writing is not elaborate, as my first laungage is not english.",0
they have offices in london and new york too!,0
you moron.  and what suburb are you from.  a place where that silver spoon glistens in the sunlight i guess,1
"now you're even lying about my edit. less than 20 african-american members out of 2400 active seals - that was from a yahoo discussion, and i pulled it and rewrote on your first argument.
seals being the least integrated - true. the us army is the most integrated of the us forces and likewise for the army rangers when it comes to special forces teams.
argue facts or don't argue at all and stop lying about the edit.",0
semi-protected edit request on 15 september 2014 wp:infoboxflag86.13.182.103,0
"ok, i will keep them in my sandbox, maybe in 10 years it will be notable, we do not know how wikipedia will progress in the future. do not delete it please. thank you.",0
"fairmind wiki hi joseph, why is the page fairmind not good? it is just a article about a social media network. there are a lot on wikipedia 
look https://en.m.wikipedia.org/wiki/list_of_social_networking_websites
if you find you are still right, ofcourse i delete the page ;)friendly regards",0
hahaha..am i care?? shah,0
why anyone knows why a professional footballer spit another professional footballer (behind his back)?,0
"re user:christopher skinner, please wp:agf. i can't really excuse the tone of my post on user talk:pigsonthewing, but i hold that the point is valid. the warning i put on user:mcr616's page was and is valid: he re-listed me on wp:aiv even though i hadn't been properly warned. regardless, i was blocked for sockpuppetry, and that's clearly not the case.",0
alright i created something that may work.  i'm going to have to do further edits to move further on.,0
die-hard fans tend to notice things that casual and bandwagon fans do not. thanks in advance for looking after this!,0
you are not an administrator you don't have the authority to tell me what to do. there's no proof that fromme needs a hearing this time around.,0
"esterspirit is the creator of this page and may have been attempting to request its deletion by blanking it. this is not vandalism as the only contributor besides him/her were the editor who tagged it for speedy deletion, the editor who removed the tag (that would be me) and an ip editor who was most likely esterspirit forgetting to log in.esterspirit, by blanking the page, were you attempting to request deletion of tamira cole?",0
"""
 ita140188, if you really want """"as much information as possible"""" on wikipedia then why have you supported the merger of the page specifically about the eurovelo 7 with its parent page (i.e. eurovelo) when it is clear that the ev7 page has greatly expanded information including an overview map and some images? it seem completely incongruous with what you've said above. surely we should be expanding wikipedia, not stunting its growth? in any case, the ev7 page is set to be expanded (by me) hopefully others will too... feel free to help!    """,0
user:ruud koot is dishonest and a disgrace to wikipedia:  commitment ordering,0
"""
well you are a lier.   chat  """,1
lol it wasnt a long list it was one... and he said on episode 186 of diggnation he wanted it on his page,0
"bruno section?
is this a joke? 
and the guy that was interviewed in bruno is not a leader of al-aqsa! see http://www.brisbanetimes.com.au/entertainment/palestinian-terrorist-not-amused-over-bruno-cameo-20090729-e0f8.html",0
images < i'd like to know why all images from this article have been removed...,0
nobody said that. but you have a coi and you are removing content clearly referenced.,0
"january 2007
thank you for experimenting with  wikipedia. your test worked, and it has been reverted or removed. please use the sandbox for any other tests you may want to do. take a look at the welcome page to learn more about contributing to our encyclopedia. —n",0
"""
sorry, butting in, imho it's always worth it to create a redirect, especially since it helps people when they're searching for things. i've made the redirect.  (talk) """,0
"""
sorry, but none of this can be included in the article unless you can provide a reliable source.  talk/contribs """,0
haha your boss got pwned by bill gates's aids virus.,1
":mi crime
a tag has been placed on mi crime, requesting that it be speedily deleted from wikipedia. this has been done under the criteria for speedy deletion, because the article seems to be blatant advertising that only promotes a company, product, group, service or person and would need to be fundamentally rewritten in order to become an encyclopedia article. please read the general criteria for speedy deletion, particularly item 11, as well as the guidelines on spam. if you can indicate why the subject of this article is not blatant advertising, you may contest the tagging. to do this, please add  on the top of mi crime and leave a note on the article's talk page explaining your position. please do not remove the speedy deletion tag yourself, but don't hesitate to add information to the article that would help make it encyclopedic, as well as adding any citations from independent reliable sources to ensure that the article will be verifiable. feel free to leave a note on my talk page if you have any questions about this.",0
""" afr rouy you are quite welcome dude... enjoy the mop... theres a lot of cleaning to do.  ™ """,0
i have given a perfectly good reason. you are wasting everyone's time.,0
"some that we know would claim that as or, but i won't. as i said, if you want gb maybe find a source that says it?",0
"""i agree. not yet. talk """,0
you stupid niboy (negro),1
"""thank you for experimenting with  wikipedia. your test worked, and it has been reverted or removed. please use the sandbox for any other tests you may want to do. take a look at the welcome page to learn more about contributing to our encyclopedia. a link to the edit i have reverted can be found here: link. if you believe this edit should not have been reverted, please contact me.  –-  | [[user_talk:kungming2|(talk]]·contact) """,0
all along on the article's talk page (and joy was aware of them at some point in the past),0
"caisson edited again 
just thought i'd let you know. it seems some references were deleted. -",0
and codename lisa that would have been relevant had i realized that  was actually an administrator but there is no indication on his talkpage that was true at the time or even now for that matter. but thanks...,0
"195.64.95.116]] 11:53, 12 october 2005",0
"hmm, i have feeling i just failed at that. i added the text, but ... where would i find the actual template?",0
i have already asked you several times to let me finish my edits before you react. is this too much to ask? put me through to another administrator.,0
""" one more thing... wikipedia does not allow people to advertise their sites. this is considered a form of link spam and is not tolerated. |брайен """,0
"wtf dude, i added some cites.",1
"font and maps - good!! 
the maps are really good, but the fonts seem to be in a totally different level... can you tell me what font/package you used to create them? thanks ... dormant25 another chennaite.",0
i've provided a picture of mr. poor's distant cousin.,0
"if i saw ya i'd spit on ya==
pretty much says it all eh?==",1
"ok, you've been advised. the next time you edit a user page other than your own, it will be treated as vandalism and you will be blocked. ∇∆∇∆",0
"""source for the """"hazel wolf of seattle"""" and mother's name references: """"is it press agent work?"""" oakland tribune, nov. 11, 1911, page 9.
source for her mother's name and """"hazel gertrude phipps"""" name: """"mrs phipps (la valera) plans suit for divorce,"""" oakland tribune, january 19, 1912.
  """,0
"better just that she-dog.  here girl, here girl!  come and delete this section again! good girl! here, i will give you biscuit!",1
"'s okay, i finally got one.  雲‍水",0
ok i understand. thank you for letting me know about the map.,0
"update: another user did the same  revert back to the status quo and added the compromise, much like i intended to with the last revert when i noticed i am blocked. this block is extremely unfair and completely unjustified. too bad he missed the obvious vandalism and suppression of information here",0
"""
if a group of christians kill a hindu, do you think it matters if hindus are majority in the state? don't think you are propagating the lie that only """"majority kills minority""""? no! only """"local majority"""" kills """"local minority"""". if you want to somehow show that terrorism/separation movement is not religious in nature, then you might as well show me data about how some planets are changing my future, or that evolution is wrong.talk """,1
"i said i want everything deleted. do it, please.",0
"""
correct, a chronologically """"new"""" movement doesn't automatically mean """"new religious movement."""" opus dei is accused of being a cult or sect by a lot of people, and their founder was canonized by john paul ii. wikipedia has an article controversies_about_opus_dei. they are not listed as a """"new religious movement"""" nor should they be. virtually all the """"new religious movements"""" follow pre-christian pagan/gnostic beliefs or publicly dissent from major beliefs of traditional christianity. again, it needs to be seen how the group fits into the three major points i skimmed from the new religious movements article at the beginning of this section.    """,0
"deleting information that is not to wiki-standards is fine. as i said before, just rewrite it. i was going to do it anyway. but please don't make silly threats. let's just get on with the business of editing.",0
"""
 speedy deletion of """"john falls""""  a page you created, john falls, has been tagged for deletion, as it meets one or more of the criteria for speedy deletion; specifically, it is about a person or group of people, but it does not indicate how they are important or significant, and thus why they should be included in an encyclopedia. please see the guidelines for what is generally accepted as notable, and the guidelines for biographies in particular.you are welcome to contribute content which complies with our content policies and any applicable inclusion guidelines. however, please do not simply re-create the page with the same content. you may also wish to read our introduction to editing and guide to writing your first article.thanks.   talk  """,0
"6) this article seems to be expanding out of control, and has many matches listed multiple times.  is there a way it can be streamlined to avoid so much redundant information?",0
message in your opinion i was alledy accused of a personal attack. i did not cross a line/s. so stay out of my busniess you rude little child,1
i really like your picture of saguaro national park.  was that taken with a polarized lense?,0
redirect talk:family secrets (1984 film),0
"unblock 
 three users use my computer and wikipedia account. the person who has been accused of vandalism will not use the account. somebody please unblock.",0
"again, your entries have been deleted. stop posting non-existent articles now! -",0
"dude, i think they are not emo. i think they are big beat and techno with alternative rock. it says on their myspace page. user:emile hsu 7:33, 29 november.",0
"that jay is a also name should be moved to disambig page!!
to  i notice that you deleted my edit at 19:09, 28 january 2006. why? i just moved the information that jay is a name to jay's disambig page.   the main page of jay is not a proper place to provide the disambig information.  do we need to say that jay is also a name of many places here????",0
"raise it as their own.
 your mother is so fat, she thinks a balanced meal is a ham in each hand.
 your mother is so fat, when she sings - it's over!",1
"do what you want, but you'll never get rid of me, that's a promise. give your sister a kiss for me.",0
"problem editor
i noticed that you blocked  (talk)",0
". power corrupts, as they say",0
"there have been arguments over the map in the past. if you wish to change the status quo, then use the talk page in order to achieve consensus first. thanks. [[user_talk:schcambo|aon scéal?]]",0
"what is the protocol for dealing with these things, so that no one else uses them ?",0
"it's pretty obvious that this block is not needed to protect wikipedia from an unwanted thanks, which makes it punitive. by your own rules, i should be unblocked. but it's not as if we're following the rules, is it? maybe it's time to ignore all rules and do the right thing.",0
dude why do you hold my contribution to a higher standard?,0
"2012 (utc)seems legit. 66.35.152.98  18:21, 17 august",0
you hinted at it here,0
"you know? i already finish the main temple structure. whatever you say, arrogant guy.",1
"""it was split out of the main list of mickey mosue club house peiosde as that list was getting to large and unuseable for readers it is common to split lists into seaosn articles once they get to certian amoutn of episode or seasons to make the list more readable (talk - contrib) """,0
"noooo! how dare you block my best enemy yesmoredonkeys from wikipedia? his articles were the best thing there. now nothing can replace him, not even your ugly face! now nobody will want to visit wikipedia, jerk! now i am going to give you two options: suffer the consequences, or pay the price. pick your poison, and never block yesmoredonkeys again!",1
"well, im sorry, i was under the illusion that seven, and several were the same thing.it isnt distruption, it is a dipute, i will contest any block you give me.ps: sorry for spamming your talk page, it really wasnt my intentions.",0
"cool this is cool
everyone fixes my mistakes
cheers mate
be cool...",0
"pesher theory, satanic attack or religion novice
one could interpret dr thiering's pesher theory as a satanic attack
to discredit deity in religion... at best. or one could simply chalk
it down to a novice babbling away.from st augustine through 1,000s of saints and experts, deeper understanding
reveals divinity to be real, including that of jesus and heaven, etc.the final proof then will be in the second coming which pesher theory would
equate to only a human being who is a larger teacher of mankind; but when
christ comes again shortly and creates endless miracles, as healing across
the entire face of the earth, such tripe as pesher will be seen to be 
what it is, babble, from someone who has no depth of understanding of 
religion.",0
"""
i quote: """"note: despite fake retirement note below, user secretly returned and become an administrator with the help of arbcom"""" you expect me to complain about you covering up arbcom's coverup…to arbcom?67.168.135.107  """,0
"the difference was clearly not patently obvious to you only yesterday, so don't be disingenuous. the talk page is for discussing the content of the article. that includes the use of sources.",0
"thanks for your comment. you can create an unordered list by using stars (*). example:foo
bar
foobar
x
yordered lists are also available.i know that certain things on wp might indeed be a bit difficult to find out. for example, it took me a year to discover that it was possible to create a wikilink to another wiki (like this). another hint: google wikipedia: it sometimes works better then the standard searching. ask me if you have another question. cheers,",0
"""==arbitrary deletion of minority posts==
   once again, i ask the question(s), why do you purposely hunt down and delete posts made by minority members and then try to lower draconian punishments on them for standing up to you?  as you can see, once again your attempts at getting us to """"shuffle along"""" to the back of the bus have failed.  go cry with your klan buddies.""",0
"please refrain from adding nonsense to wikipedia, as you did to david icke. it is considered vandalism. if you would like to experiment, use the sandbox.",0
"year after such claim or cause of action arose or be forever barred.choice of law and forum
any dispute of any sort that might arise between you and cbc will be governed by the laws of the united states and of north carolina, without regard to its principles of conflict of laws. you and cbc submit to the exclusive jurisdiction of the state and federal courts in the eastern district of north carolina.feedback
we welcome your questions or comments about this tou and also welcome any suggestions you may have for improvement of our services. please send us your feedback.contact us/report misconduct
for more information, or if you have questions about this tou, please contact us via our privacy administrator.â  also, if you see behavior or communications on any of services that you consider inappropriate or abusive, please let us know immediately.",0
"image:american_pie_evil_workprint_cap.jpg
i have tagged image:american_pie_evil_workprint_cap.jpg as , because it does not provide a fair use rationale.  if you believe the image to be acceptable for fair use according to wikipedia policy, please provide a rationale explaining as much, in accordance with the fair use rationale guideline, on the image description page.  please also consider using  or one of the other tags listed at wikipedia:image copyright tags#fair_use.  thank you.    talk",0
"speedy deltion  
i want to know why you did tag on korea devlepoment bank fc? the article have references and this article don't have any reason. if this article have to delete,,, so many atricels about football club also deleted...why you only this articel want to delete? if you delete articel, you earn many from wekipedia?
why attack only korean football club articel?",0
"oh, i have made plenty of positive contributions here.  i don't need to be pushed around or lectured by insolent, hypocritical authority figures.  leave me alone!",0
"""
 your submission at articles for creation 
 thank you for submitting an article at wikipedia:articles for creation. your submission has been reviewed and has been put on hold pending clarification or improvements from you or other editors. please take a look and respond if possible. you can find it at wikipedia:articles for creation/wilbur underhill, jr.. if there is no response within twenty-four hours the request may be declined; if this happens feel free to continue to work on the article and resubmit when you believe the concerns have been addressed. thank you.  /|notify me\ """,0
"joe hazelton saying hidon't get involve, this is between me and mr rodent (gamaliel)joe 68.254.165.57",0
""" block me! you can block me whenever you want.
when the block will expire i will post my proof again.
forever.
if you block me forever, i will ask somebody also to post my proof for me.
forever.i think it's not fair what you did on """"square pyramidal number page"""".
do you think it's fair to make a content remove only because you decided that
it's not interesting?
a civilized person would discuss it in the discussion page.
i'm not dropping this.""",0
""" eco-terrorism article i have recently cast my eye over the eco-terrorism article. this article is factually deficient and is definitely not npov. the article on terrorism is, on its face, very good and i am asking that editors of this article to please turn their attention to the eco-terrorism article and add material that can add to, and enhance, this article as well as to remove pov bias and correct the factual errors and omissions. thanks, tranquillitybase message """,0
i only reverted three times. that is not a breach of 3rr. 79.97.92.28,0
responded here.   (talk) (earlier boracay bill),0
"and your point of hindering me from editing anything on wikipedia (due to a user who was being delinquent and a nuisance)? i believe you need to revise on the ir (incident report) he sent to you about me verbally attacking him. he came at me in a verbal aggressive way and tried to play the victim.btw, how does the word 'inferior' an offense? it's not a profane word. profane words like 'b****, mother****er, f*** you, a**hole, c*******ing, bull****, d***, and so on are more offending words than what you told me about one word being unacceptable.  please, try to be more specific on what you're talking about, before you bewildered your thoughts.",1
""":: actually, it is you who """"resorted to pathetic insults"""" first. let me quote what you wrote:  remove the idiotic propaganda of the black book. and now you're insulting me, which is definitely not a way to solve the problem.  11:57, 10 oct 2004 (utc)""",1
"""
 """"if the applicant then waits for three days without food, shelter, or encouragement he may then enter and begin his training"""" ~tyler durden
you certainly have been lacking in the encouragement department yet you still edit, and haven't blown up at anyone...that alone deserves recognition, additionally your work has been good. getting thrown into an afd on your first edit is tough, its like learning how to fight by crawling out of the trenches for the first time...no matter what happens please feel free to contact me, and i will help you as much as i can.  """,0
"kildare i have no recollection whatsoever of ever dealing with that page! so whatever you deem best is fine with me. cheers,",0
""" photo of vic reeves's paintings the photo file:vic reeves artwork on display at saatchi gallery london in 2010.jpg is likely to be a copyright violation unless you know vic reeves has published his paintings with a creative commons licence. ₰ """,0
